text,cluster
"a classic middle eastern dessert. this is a cold, creamed rice pudding, flavoured with spices and garnished with nuts. serve it chilled in glasses with the addition of some honey a few spoonfuls of whipped cream.",5
"when the jar's empty and you need prepared mustard for a recipe, here's an emergency blend. savor this in recipes such as honey mustard chicken wings or mustard pretzel dip. i found this recipe in taste of home magazine. i have not tried this recipe, but i'm posting it in safe keeping.",3
"bulgur is one of those ancient grains that is coming back into style because it is healthful and versatile. this particular salad is made with cracked wheat which cooks up fast and gives the salad a nutty flavor and chewy component. i make this with a homemade red wine vinaigrette made with extra-virgin olive oil, red wine vinegar, a little mustard (whole grain), salt and pepper.",7
this is a delicious recipe from the december 2008 edition of ladies' home journal. these are simple and look as great as they taste. serve on a white platter with a red and white ribbon across the middle for a beauiful presentation.,4
"great for any gathering, party, friends, munchie attack,etc. feel free to double this recipe.",4
the smoky taste of the bacon adds just the right counterpoint to the other ingredients.,3
a nice twist of a chocolate chip cookie with macadamia nuts and shredded coconut.  found in a toll house cookie booklet published in 1990 (one i've been using for years and finally adding to this site.),2
this is a recipe from ricardo.  it looks so simple that i decided to write it here for my zaar friends :)  it's a recipe inspired from louisiana.,4
"light & tasty 
one serving: (1 cup stir-fry mixture, calculated without spaghetti) calories: 140",3
another oldie but goodie.,0
"this recipe has oatmeal, rice krispies and coconut. very crispy and yummy. i clipped it from a southern living magazine years ago. it's requested time and again at my house.  the key to this recipe is definitely the rice krispies.  kellogs (a michigan based co) introduced these in 1904.  this recipe represents the midwestern u.s.",2
vegitarian from recipefeed.com,4
"first, you gotta try and pronounce the name of this dish!!! :-) bitter gourd is a type of asian squash (read http://www.foodsubs.com/squashasian.html), and is not my favourite, because, well, it's downright bitter! but there are a few people who love this potent veggie, my dad included! known to have medicinal properties excellent for people with diabetes, there certainly are ways to make this palatable, and my mom knows just how. this is her very own recipe that my dad has wolfed down several times. this recipe has been posted by request for charishma... hope you like it!",5
this extremely simple sauce recipe was found on recipes.wuzzle.org & is posted here to bulk up my asian cookbook for the zwt6.,4
"one of the best recipes for peanut sauce i have tried! this goes great with grilled meats, especially on grilled chicken skewers, on noodles, even used as a salad dressing for spinach salad!. you won't be able to keep your spoon out of the jar, it is that good lol! this peanut sauce is of a thinner consistency, if you want a thicker sauce, then add in more peanut butter and reduce the water just slightly. this can be made up to 3 days in advance. kikkoman thai-style chili sauce can be found in any asian section of major grocery stores, i purchase mine at safeway stores in the asian section, but you can use any brand of thai chili sauce for this. you can use about 1/2 - 1 teaspoon (or to taste) red pepper flakes in place of the chili sauce. this recipe may be cut in half to make 2 cups.",1
i was inspired from a recipe i found  from one of the grocery stores in our neighborhood.  i changed  a few things to fit our taste.  it made for the best dinner we have had in a long time.  if you like garlic and shrimp you will enjoy this recipe.  serve with steam veggies and garlic toast or your favorite side dish and bread.  i used recipe#278799  with our dinner.,3
simplified version of a homemakers magazine recipe- the original was garnished with lily bulbs and asparagus!,4
"yes, another taco casserole. this one is really quick and easy, and the kids seem to like it too.",6
"found this recipe written in my mother's old steno pad. she copied this down in the late 50's while visiting family on the farm in kansas. i can't remember her making it, but i wish she had because it sure tastes great. throw in a handful of sweetened-dried cranberries for color and texture.",4
"i found this in the paper a while back, and i absolutely love the taste.(although i'm not ",5
"cooking light, january 2001",0
"these are perfect to bake immediately, refrigerate for one to two days or freeze for up to a month. do a few at a time when you can't resist. yuuuum!
recipe from ponder cove bed and breakfast.",2
